uuid,playerName,label,blocks_mined,crops_harvested,logs_broken,fish_caught,mobs_killed,blocks_placed,items_enchanted,items_crafted,potions_brewed,animals_bred
0be93268-703b-42bb-9104-a0e5529b38a1,HarperRuns,fisherman,5650,7999,8772,9899,5329,6608,1656,5709,3527,1645
92124d4a-4d53-4b97-9866-457c30fe1f4e,EmersonPlays94,alchemist,5256,6483,1078,5738,8099,4843,4855,2224,8557,3882
922ca702-7047-4d98-83c8-a024288ee61c,LaneChats,enchanter,2443,5234,5823,8610,4059,7153,8672,2255,1232,5686
b02f007c-b5ed-4da9-9489-5c4bdf942d6b,JesseWalks58,alchemist,6987,6254,1978,2231,2098,3270,5656,5396,7830,7665
70100135-75b9-45d2-ac78-39ce84d099b6,CharlieWrites42,builder,1948,6489,3311,7067,4841,9908,6321,1987,1486,2705
7a3c429f-a887-4265-9b05-67e1180808e0,TaylorCodes,fisherman,9009,3718,3482,9681,3852,6823,9580,2100,9093,4299
edd99589-fa1d-41ea-bae1-88cb850183f2,AveryWalks,crafter,6356,8556,9195,1448,6186,5717,6634,9394,5224,3897
c947c281-cec6-44cd-96ec-8b907dd133b7,SamQuests48,enchanter,7821,2251,8389,7915,2524,3358,9289,4235,7402,9040
103403b0-f5ed-4eee-983e-43f82f95ee1f,FinleyWrites,animal breeder,9554,1902,3285,3555,3791,4537,5324,5526,8325,9744
6146cc13-6024-4608-8633-f59945291ef8,HaydenBrews,hunter,4209,2591,4182,7715,8553,7869,7063,1312,7127,5452
f33e727e-e197-492c-88d2-c8acbbd14ad2,MorganBreeds,fisherman,2558,1848,6971,9135,5741,3773,1915,5189,6431,9122
64bb7edf-fb7c-41f2-a1c7-ffa2634697dc,DakotaBrews,miner,9886,6761,2903,1363,5531,8013,2735,5785,2445,7471
e68d40be-8de3-4250-9758-c528650ceca0,HaydenFights,crafter,3380,5066,6394,2772,9437,2745,1518,9863,2982,4591
14c3223e-b995-4158-a0cd-0c1807442088,JesseChats,fisherman,4225,1160,4288,9820,6982,3433,6347,3059,9388,6455
639a74d8-bfdf-443a-a676-7897402e12c4,DevonEnchants4,crafter,8545,1822,3315,4741,5458,6595,6342,9856,4585,7096
42e6d097-3e7d-42ef-8bc5-31199a0e6689,TaylorSurvives,hunter,5385,3989,6778,3258,8390,3229,1109,5185,1624,4846
9227153e-c013-480b-8450-0fa19db533d6,ParkerChats15,fisherman,8442,2606,4441,9627,5930,6770,7145,2368,1278,2933
fb0ec188-0b35-448f-84ba-ccdaff7bd6d4,EmersonRides,crafter,4116,3147,3454,5174,6069,9436,1304,9808,4375,7429
241eb6af-319f-4d67-87ca-fae9bf4e3a8a,DrewEnchants52,alchemist,3730,5853,8793,7061,8121,8806,2132,3496,8986,6761
9be6c240-65da-4610-ba6b-c2c40c01347a,DrewDreams66,lumberjack,1883,7727,9677,3189,6959,7554,2419,8982,5733,4447
2c3156e2-8bff-48ba-9762-93ffe993e7f8,ShawnChats93,lumberjack,8561,3618,8804,4414,8208,7564,3678,5010,1124,5612
652ebf52-e140-4452-a6a4-35979e6335cd,CharlieChats61,lumberjack,8186,1073,9620,9348,6798,4286,2440,4574,8603,7348
fe83b82a-a488-442a-b81d-cc8219f9d3af,SkylerFights21,fisherman,5242,7639,7165,9535,6953,2073,1162,5694,3296,2784
0ba5ac6e-51d2-498d-9c6e-ba2dcf706541,SawyerTrades,lumberjack,1338,3489,9197,6259,7406,3671,8350,5000,7502,7081
2f3c2b17-c299-4824-97e7-365fd4fe1f2d,LaneSurvives,lumberjack,4481,7136,9815,9109,1251,6006,9495,5554,9032,6901
130a3be0-1a78-4803-b507-9d857d103b42,FinleySneaks,crafter,2849,3797,8684,5018,1883,6536,2609,9122,5781,3167
6b8d82c9-63b4-4a0d-8824-b654157fac7b,DakotaTravels,fisherman,8472,2793,8204,8619,2431,1035,7149,5547,7419,8187
c160062c-ac84-49ca-9a06-af05f0cb53b5,SkylerChills5,animal breeder,7070,5872,7450,3954,1838,8239,2251,1984,9383,9567
286984d3-e139-4cb2-96ff-9b768460e7ea,CameronFarms26,crafter,5792,1979,8524,9122,8054,6216,5695,9182,8798,8164
bec22950-06a2-4f56-aa89-3f0b64a2869b,DevonBreeds,lumberjack,5095,1487,9976,4764,7421,8003,3764,7489,6989,5676
052862c8-0afb-4ae2-bb0c-a9e061c98b6e,AlexFights64,lumberjack,5743,6745,9022,2982,1573,2412,6636,4092,2063,4750
1286c56c-1370-406b-9bfb-bdb811fa11e9,SamEnchants,hunter,6724,5062,6395,8973,9655,5594,3497,9372,9137,3616
0cf51657-cf3a-4967-930e-ffdd61a41597,JordanLaughs86,hunter,6156,4167,4110,4973,8203,2264,2591,5136,8150,7821
e1c4261e-d07b-4ec6-b4fc-a8b8bd0d1c9c,LaneTravels,lumberjack,9691,3888,9830,3530,4007,1555,5843,4432,2592,3252
e90fd6b0-c77b-481b-bbea-9e86e8f57bb6,DevonEnchants16,hunter,5082,6936,8168,7033,9204,2845,5405,7783,5049,3003
1864ea0d-911a-4f7e-bddd-268c0907f4b5,TaylorFishes,crafter,8590,2230,3979,1887,8605,8746,6924,9298,4456,6390
df19a57e-fbaa-4584-855f-d43022a831f7,TaylorGuards81,builder,8404,2857,3387,2501,5849,9467,9386,5502,5411,3237
9f5e23ae-50a2-494d-b2e8-3998f89b75fb,ParkerExplores,crafter,9499,9681,8823,3840,6486,2944,2089,9924,9013,7209
ecf2d77e-b213-4572-a2a7-29232f945263,LoganHeals,animal breeder,2681,8237,5798,8130,6995,7119,7511,7103,6450,8858
d274a811-ed23-49aa-a38d-e342d553550c,MorganChats,fisherman,4321,5445,5866,7568,2926,2566,5677,1495,3841,4499
413d33df-3c3e-4e2c-b486-5d7ac22ca888,QuinnCrafts,farmer,3075,7829,6786,3640,5252,5626,5301,2272,1348,1533
7bb95ba1-7b96-4558-9be2-0459a8120039,BlakeCodes,alchemist,3867,5832,5549,6666,3018,9423,7964,8645,9520,9165
a13b0ce1-b40a-4263-a5ff-1182e6903d01,EmersonCrafts,farmer,3619,9549,6483,3535,1039,3147,5547,2093,8796,6089
e33b423e-13c0-47b1-a610-8af2cd34c10f,SkylerWalks11,miner,9221,5942,4444,7484,1607,7501,5089,7486,5096,5892
180eba87-bf2d-4233-acc3-731345d07857,AveryRides,animal breeder,3756,5315,5077,8195,4838,2260,4689,3462,9571,9592
68d7b552-1192-4a9e-8701-8dbee37106e7,DevonBuilds50,lumberjack,1160,7170,9656,7442,7897,3263,2584,9143,2679,6647
af2c18bc-66ca-4eaf-aec7-32933995def3,BlakeQuests,fisherman,8071,1226,7006,9008,2274,2992,3698,8155,1417,7826
bef63236-286b-43a7-af2f-cadb5d5ace89,SkylerHunts,enchanter,1504,6919,1961,3677,6373,6107,8819,2184,4419,7993
32e51674-ecc0-42c8-877f-b524da231d66,DakotaChats,farmer,4025,9569,3062,9479,6440,6062,2391,3140,1150,7967
b73aaf5e-4127-437f-a0f0-ea6ee685da46,MorganExplores,alchemist,3307,5507,1502,7343,2449,3448,6880,6428,8192,7920
55f55dc4-5b1d-412f-a7e7-8dcf605ae117,HarperTravels9,lumberjack,2371,8047,9772,1803,1874,8222,7677,3710,4697,5240
84ac882d-8718-4a70-93da-e1cfc6478c73,CameronGuards,lumberjack,4476,4922,8450,7325,4554,8115,6502,6112,1100,4384
659aa49d-b58a-47d1-a21e-34ca21c5c252,RileyWrites,miner,9746,7790,2586,2780,7194,3643,1544,6193,1956,2663
e4b9aa03-f329-4827-af6a-2a686c17abb3,SamChills,farmer,2876,9806,7454,6945,6949,8220,6733,9200,9420,1374
a6aa8e0d-ccba-4adb-820a-eb2b1c7a502f,AlexWrites23,fisherman,4874,3274,8462,9103,4590,5816,6780,8446,2844,4303
b1e5b155-78fd-4845-8f2a-bfb8f02162ea,AlexTravels28,lumberjack,9357,4059,9853,9149,6698,7110,4004,5618,5569,3105
07747bdf-03d3-41f4-a09b-8e4ffa25ccc9,HarperWrites,hunter,5541,4137,4471,1389,7274,6933,5359,1298,5486,1797
0abdcb77-a511-4a33-aad8-7ce45206c975,LoganWrites17,enchanter,1033,7719,2141,6546,7482,4404,8130,5354,5416,1562
e548f201-bb1a-400c-ab06-d0b46decb3cf,BlakeDraws80,hunter,5606,2389,1784,4208,9638,6762,9329,8515,2431,9134
6fe13697-3275-4860-939b-50004b301cf5,AlexWrites75,animal breeder,2984,5231,3443,2675,1345,8939,6298,2054,9073,9769
7b5eaebe-d54f-4ab0-8ebc-738ea0627628,LoganFights,animal breeder,9517,9375,2039,2903,8943,6959,9552,4935,5545,9924
86658b59-e432-4073-ba50-1266aece4e84,RowanLaughs48,farmer,1564,9988,7091,8211,8342,7431,9606,9055,4378,9900
cbd9e224-0c02-4d2a-b6fe-803facde1d6f,SkylerBrews62,hunter,9903,6532,8095,6171,9981,9893,2716,8642,8805,8226
4a499334-61ff-4dc5-8a5f-17baa00c2ba8,DakotaFarms54,enchanter,2176,6935,1827,9711,8051,4294,9814,8436,4856,2755
f3afc829-f7d8-4c1e-8de1-72df0c43ebb1,RowanFishes89,hunter,3861,7538,1793,8302,8541,7424,4128,4172,2659,8156
10ce80b9-d6c5-41c5-a727-d54f91a26cf6,ParkerDreams86,animal breeder,1492,3012,6905,2688,9218,5831,7587,6614,4212,9676
357bb928-3b53-442a-99f1-8c531ed4aa56,CameronCrafts,enchanter,6113,5144,7109,3782,6565,4549,9364,1514,3867,1161
464f4570-41d0-4dba-a788-4d4d8b47a8f7,JamieBuilds,miner,9434,7408,6644,2729,2643,2011,7873,4784,9151,9009
4263edc7-71dd-48d0-92bb-42a33f941488,JordanSurvives93,farmer,1521,8257,7436,4691,7712,1816,3470,4557,1189,1316
2a81f6fb-9824-4441-a4ad-182d5523e136,LoganMines,lumberjack,2534,1453,9627,7864,2095,5899,9493,5288,4487,4646
328cbe49-26a1-4f1d-a7cf-c8b3673864e7,MorganGuards,builder,6777,2155,5827,3292,7121,9684,3322,6653,2909,6052
60e86059-8e2f-4378-9043-3569960030f2,QuinnEnchants91,farmer,2248,9054,8660,6044,1178,4483,3963,8531,5025,2846
eb62f8a8-84a9-417b-a858-b8624abf197f,EmersonEnchants,hunter,4976,8218,2139,8562,9662,2616,8163,4653,1318,5762
bf9e23fc-5907-49be-92ca-ec71e6dcaa48,RowanQuests,crafter,5462,2151,6155,6869,8189,4941,9284,9350,6417,1733
6aa5679a-6c18-4811-853b-7e6381c16120,DevonRuns,builder,1663,5206,3239,8740,5835,9462,8239,3634,2039,2970
581ce16a-3e68-4688-bf6b-54108ba24965,ParkerBreeds,crafter,2125,7956,8114,3395,8553,8354,8747,9987,5693,8381
f6984837-53b7-4f64-806b-b567c364ec97,ReeseMines,crafter,4397,6984,2026,6337,4572,8653,1784,9758,6765,9410
6e7326ce-e64e-48e3-a291-0a3b3b3359c7,TaylorFarms57,lumberjack,2983,4049,9735,8444,2425,7952,2015,3673,8200,8823
5af73648-6f7b-4191-83b0-153524130065,SydneySneaks,animal breeder,1381,2021,5706,8351,8221,5070,9007,6930,8452,9490
b4e8a253-33e7-49f7-9c35-5e8aa97ba1f0,DrewPlays8,hunter,7136,1748,1344,1340,8097,4815,1868,5547,7498,2028
87f01ef5-f521-4b56-86bc-ecb4c0c3a284,JamieDreams,fisherman,2249,8073,5507,8460,6957,3027,5417,5823,5245,3900
1008200d-30df-420a-8f5f-fc91775314f1,ParkerCodes,builder,5904,2778,1987,6728,8205,8515,1671,2153,8347,5789
c3ee380b-175c-4c56-ab72-faeba79c4806,SkylerWrites,miner,7798,1436,4107,7337,1342,5965,3226,4837,2260,1690
2228e045-b27c-4994-abdd-82ccb43cfb6c,AlexRuns33,lumberjack,5068,1285,8732,1676,2278,4527,6484,5856,4452,4599
6ba665b3-979e-4cc0-885b-c3ced23fd4e9,DrewCodes,crafter,6153,2043,4277,6705,3980,8570,6453,9198,1412,7294
932ca4ba-27fd-4933-9f21-7526225b30f8,CharlieBrews,enchanter,7991,5990,9396,3774,5540,5865,9598,4291,1974,1307
196f1b89-8221-45b9-a6c3-62ae31078e86,EmersonCrafts57,fisherman,6222,4206,8310,9990,4346,9188,4273,1711,1176,2725
6dbb9cac-92d9-40f2-a2e8-7aab32cfbb8d,JesseTravels27,farmer,4596,8897,7166,3348,3015,3924,2120,8683,6050,7052
072fb852-f336-4b8d-b5cf-55702a3faebd,HarperFishes83,crafter,2380,2876,3062,2318,3518,7855,9320,9754,5405,5072
66d90543-31e9-4f41-a099-c66401220aea,SkylerDreams7,alchemist,1060,8013,6065,1448,6831,4582,5995,3534,8489,1017
36071c00-3753-4fa4-96ec-b03b50ced6d6,RileySneaks82,alchemist,3175,3371,2298,1555,9498,4076,5022,5889,9770,4003
946f6de1-f079-410a-b3cc-35aaa08f23cb,QuinnRuns,miner,9535,6663,4568,8012,8134,1034,3303,4655,5794,4790
df98182a-97ca-403b-a49b-e71a9528c422,ReeseBreeds7,enchanter,1921,1974,5109,4989,5067,6709,8445,7119,4073,7146
3fbe4206-fde7-4c2a-91f1-bf6181d8a445,LaneBreeds,enchanter,6105,4517,3693,3408,4332,3458,9557,1255,7991,2800
42d33bdc-720c-426d-b569-772fa4799c3c,CharlieWrites84,enchanter,7843,4487,9617,8424,2645,2113,9811,4452,4297,8024
ff8b2d78-c444-4902-8894-af5335546274,LoganWrites,farmer,5962,7667,2142,3870,5190,1676,4350,4300,1342,6875
b49bb6ae-0df1-47d7-b926-03736e6690fd,CaseySneaks,alchemist,1849,1425,8140,8853,7870,8559,1405,2992,9742,5687
7d872955-b87f-4e35-8911-894aa3ea5ec1,DevonMines22,enchanter,6936,8956,6461,5242,3500,2354,9374,2501,2910,5095
4ca39703-1e55-490b-8536-c8af3e236ef1,JesseMines66,builder,3448,3112,9044,7800,8334,9249,7705,7298,3426,8165
ad7288e8-9abc-46d4-a30c-dda7719220f1,SydneyMines,farmer,2018,7785,6771,4041,7200,4441,3645,2272,7761,7227
2ac0b662-bc3b-43ac-a2a2-b50a196485a1,CharlieQuests73,farmer,8542,8862,3152,2079,4653,3108,4835,8369,3555,3132
e2bf9c35-e29c-4eb1-a37e-bd0a2e2dd923,SamDreams48,farmer,4391,6541,2553,2395,1855,4123,4079,5553,4853,2020
fdf66991-e40f-4a58-8593-bea63ffc6bbb,QuinnChills56,builder,7853,7174,6393,3526,4563,9482,2802,8597,5683,4848
5dea9767-6778-4c16-b9c5-52cce72f8249,EmersonLaughs,farmer,1230,9954,3507,3285,2708,7427,7331,5469,9500,2099
dcdace17-8d94-42ae-ba62-4293e6b8b8d3,LaneSurvives93,lumberjack,3168,7931,9878,9529,4478,6255,4583,2376,9450,5508
785b623b-ffde-4634-b732-981fa07129ff,BlakeWrites,miner,9877,9246,9806,6741,5624,4510,9515,3898,3568,6647
fe612db9-ec23-4338-9096-c51bd8e7fce3,ReeseWrites75,miner,9716,3240,6006,5647,2564,9604,6174,1316,4654,8585
0084bbfb-54d1-4e80-a035-895464e25321,DrewQuests91,enchanter,5272,6516,2965,5301,7895,8577,8983,5802,3584,5384
04e78339-e1d9-4f65-8fe8-0260a22fc5d7,JesseQuests,animal breeder,3239,3359,5142,2006,3980,3350,6452,4223,1836,9656
aacc9476-cd43-40de-9b12-d1c2663a55bf,SkylerBuilds79,enchanter,4127,1646,5949,6406,7435,7241,9742,3587,8248,1788
b412b95d-0e40-4b02-9c4d-2ea160384127,HarperBrews,alchemist,8191,1024,4825,3370,9238,6559,7480,1591,9697,3961
f06a8a97-dd0c-4411-a7b3-feb61622880e,FinleyFarms93,enchanter,6010,8669,7732,6079,7040,2780,8847,5510,2960,5828
d58867a5-b8d6-4a85-a2c5-ef3581d7378a,TaylorBuilds,animal breeder,4970,7695,1034,3351,2163,1835,3851,7936,6878,9739
f351edce-0227-402d-9eae-5db0079ce1d9,RowanCrafts26,farmer,3408,9965,9115,9878,7657,8843,6860,9023,3023,2180
90137cc1-9854-48f9-84b6-5d99555eb71c,RileyTrades84,hunter,5273,6402,8163,9553,9973,1478,1466,4407,2574,2354
6dc4bdac-5754-4d69-bb6c-8432b5b35517,DevonGuards,lumberjack,5202,8155,8866,4801,3740,8035,5751,5014,4659,7272
0d4ed744-00ab-4bee-85b3-6954db5ee600,QuinnSneaks73,alchemist,7321,7583,6187,3249,6961,5187,5255,3550,9471,6403
ece3f59e-2fc7-496b-ae84-b96d26bdacf7,ShawnBrews49,enchanter,4498,7540,6838,7872,3857,4300,8064,7907,7768,6021
dadafcc1-dcff-4ff1-9e0f-bf16678af45b,AveryMines72,farmer,9369,9896,5319,5553,2922,1912,2541,5343,2768,9675
6f419493-9243-4849-849c-7b87dde5829b,TaylorEnchants91,crafter,4827,2511,3449,2057,5246,8558,4311,9826,6246,5040
f818dd59-89f0-470f-9351-834fc829a90f,RowanDreams90,farmer,3816,8815,2157,8759,1638,3558,2939,5635,3484,7303
5027fadf-eeb7-4425-8e41-8fd701eaa6e7,ShawnTrades,builder,1537,2285,7701,4716,2219,9453,1044,1815,3567,3332
0409db08-1447-424d-9c8b-b8d63607e8d0,RowanFights24,builder,5712,5518,6926,4940,4543,9367,1581,5287,4732,1396
92e12b27-cb39-4cbb-a6d6-773865701421,HarperDreams14,crafter,4845,6005,8465,7564,1605,1034,4826,9809,5786,9116
61956305-4090-40bd-be0d-0ca44bb6162c,ParkerGuards,farmer,3261,9884,6860,9438,8255,3802,1436,7034,9766,5529
c99d4375-cda6-4565-a43b-96b4debd8002,AveryMines,enchanter,4323,1561,8094,1161,8251,4928,9605,9213,4427,5514
5056b5b0-d80d-4686-8f9b-970d0cf2c8d8,BlakeChills12,crafter,3780,8409,7632,8724,3730,1647,8171,9648,3204,2206
d6b0323c-403e-45e6-90b5-00b2e11a0f07,DrewDreams86,fisherman,6859,8155,3620,9506,5107,4152,8235,5240,4667,2967
9f3caf5f-5866-459b-9fc2-8e9803801ca1,AlexFights,farmer,7270,9182,7027,8123,1263,7885,2743,3059,1788,2238
559dc4c2-81aa-49e5-89bd-42b476668aaa,BlakeHunts,hunter,2241,6352,4202,1660,9610,8842,6045,7873,9138,2783
e3c9f175-6a3a-4201-b671-9f2220bd051a,CameronWins7,crafter,6411,6202,5544,2393,3886,2207,5888,7590,3039,5336
d071eeca-8b58-4e03-9988-42d8dbe93681,EmersonWrites41,crafter,3092,2904,5293,4455,3594,2379,2549,7998,2670,3417
ec69e3d5-8c1b-49dc-96e5-b002ea2863c3,MorganSneaks96,farmer,8901,9556,7048,5175,6558,2641,2479,3832,6641,9121
c558404f-9473-427d-af86-36c8f34f47aa,TaylorMines80,fisherman,6779,7292,2764,9044,8272,4193,1709,9014,7268,5399
a5060446-142b-4765-8b83-2f60a77d5211,SawyerWins,hunter,1530,5163,7862,8963,9888,7307,2448,6416,7000,2542
4984d207-b421-4b78-8478-4dafaba8fd6c,QuinnTravels,builder,4681,8212,1190,6037,1933,8416,4893,2036,1315,6108
b63a3e8e-2db9-4463-8c2f-1c058f9544e3,EmersonSneaks42,lumberjack,7005,5060,9342,3209,3234,9284,7252,7448,6173,8676
e5fadf35-f004-4ec2-a6ed-00a7d1a95d3d,HarperCrafts,enchanter,8562,2187,9596,7741,9659,1880,10000,8381,8015,8921
fc049dd9-f1d6-4f77-9e9b-db466c1e69d9,SkylerLaughs65,hunter,7859,3210,1126,7079,9595,1998,7731,4123,4481,4966
b06cb2e9-5ae2-499e-97d3-af21f56e1ec7,BlakeHunts95,enchanter,1999,2361,3021,2981,6560,1452,6792,3182,3072,6464
0aac2c3f-0a2c-4180-b943-61d14cb61dcc,CharlieWins,farmer,1202,9502,5293,5321,6483,7057,4291,5878,3413,5221
e099a58b-1503-4039-b7d3-32892ebc884c,SamWalks,hunter,3016,2433,8871,2560,8879,4909,4348,6685,3568,1984
fbbaa161-3956-4b60-9952-831c2b838467,JordanExplores,enchanter,7673,3845,2717,7332,5350,6958,9415,4750,2694,2401
3546d523-bc0d-4f1e-a6b8-887fbc2972a2,HarperBuilds24,fisherman,5919,1886,7980,9824,7774,6169,3189,4572,5913,4894
5a5d813b-6a91-44a6-96ac-469e7e94ee29,AlexBreeds4,alchemist,2280,6433,3887,7649,4488,7836,5374,2687,8088,5047
54e68cd0-cd03-4d9a-8f40-714e05ae3c4b,SawyerRides68,crafter,1619,6152,1536,3711,8647,1084,2424,9039,2953,8553
7363ced2-23db-4cf1-ab98-9714b73818be,LaneSneaks99,miner,9900,4899,4375,2430,1746,1476,1341,8968,6587,7989
86180212-c0e1-4ec6-8a3f-77e4eda156fb,JordanWins1,animal breeder,7631,5508,5602,2170,3192,1951,7808,4772,1099,9665
f60f9eae-55b6-45cb-a100-cb2a27376a8b,QuinnFights67,builder,9250,7219,2657,9550,1620,9700,5103,8791,8894,6206
95764c5d-abf9-48ea-a1d4-43fe44d1f482,SkylerDraws93,alchemist,4227,7847,7407,8113,5573,2080,8785,8096,9655,9237
4bc68016-641e-4727-9c37-de34cf35e94d,DakotaPlays34,alchemist,3358,8580,8006,7554,3131,7403,5912,1243,9206,7667
2a759b5d-c6c9-46dc-9623-45f29c11869a,RowanCrafts21,builder,8003,5414,4021,1681,4085,9641,3492,5397,6466,1249
cfa99561-e3b6-4206-bd14-b8c6b08611a8,DrewWins,miner,9511,5462,8235,6955,7751,4460,6880,1336,1996,1393
ea8c0fc2-96d8-476e-8546-f9960b95454b,BlakeWalks13,fisherman,6252,4429,7200,9223,6205,6212,4220,4938,2913,3805
5f9d9433-8697-4ac4-a93a-3e9e2583e97f,AveryQuests,builder,5166,2564,2182,3702,6789,8371,8193,6378,2596,1795
b0bee1c5-5195-4240-b7ce-5cf50e351207,QuinnSneaks,builder,6623,6646,6862,2970,4631,9049,6923,4887,3347,7941
4e75e7f5-2d49-468c-a640-a5d8175d5ec8,TaylorGuards34,crafter,8991,1444,9443,1300,7821,6837,7967,9916,4207,6855
d6faf171-890f-4da3-a3d1-226c732cfc4e,CharlieTrades51,lumberjack,3432,2963,9235,7343,6306,4739,3813,5542,2371,7572
f136bc35-af7c-4a15-b4a9-fd2bde23fffd,DevonDreams53,lumberjack,4326,4924,9470,3268,5538,8312,5991,9022,4793,1150
d89a4cc4-42ea-4bc5-98c8-64875a3b3ea1,DrewHeals,builder,8204,7686,9559,7635,9598,9967,9463,5268,6654,3024
b533ba1e-a7fe-4283-a666-894a9dae5b71,AlexMines49,miner,7435,2823,1335,2448,5200,5677,2659,4480,6778,2757
e09fee9a-c61f-472b-939e-11df6c8ec834,SkylerRides80,enchanter,1529,7148,4956,4665,1373,1202,8169,2598,1954,3744
a8dd116e-b2dd-4dc5-906f-8a21aad8f28d,JordanMines10,hunter,8945,2195,5625,5337,9219,5104,6102,5160,5360,2119
cb0c2e35-721c-4353-8744-eefa27568dfd,AveryPlays,animal breeder,3626,7168,5845,8263,1758,6035,8276,4039,7937,8289
c6c813c9-f297-49ed-bb73-1f61d946396c,HarperChats,hunter,5666,6794,3281,6248,9497,6191,6906,6844,7050,6206
53e45612-56b9-436b-8deb-c8b810994ab5,JamieRides,builder,7611,1082,3582,3565,6179,9538,6964,1660,2229,9053
db3da2b5-4b80-47ec-b3c4-5830ddc82c06,CaseyDreams,animal breeder,4229,4787,5939,1770,3237,8914,6187,8835,6675,9825
108ff2ac-ca59-44d6-9867-18305fd65324,JesseChills54,enchanter,2701,2845,1155,4298,4434,8535,9504,9435,7851,2976
96d1de72-f0fd-4241-bcf9-ab3c70f05545,RileyPlays85,fisherman,3336,7487,8709,9425,1603,3470,9139,4579,1345,7465
03c6bcd7-5c62-4b42-805b-c278de044a02,DrewRuns,lumberjack,4459,5487,9611,5440,8137,3225,4037,3062,2795,5141
b119ef57-9231-4bb8-8ffa-f96444c01b3f,SydneyWins89,hunter,4365,6355,1689,9467,9910,4005,8794,1777,6163,1393
f957f34f-a583-4db0-9115-f5e905b02da2,CaseyBreeds57,lumberjack,7502,5747,8116,2251,1257,6784,3562,5910,2477,7318
1b397214-5aba-40f2-9792-1a8c66f9bfc5,CaseyCodes,lumberjack,6145,2755,8686,3553,7962,8451,1876,3235,2126,1949
bd52012a-9cec-4c1b-aa50-8703552581cf,SamQuests77,builder,6747,1801,5217,2740,5927,8319,6967,4067,1843,7402
774e28c9-f753-463b-867e-a05b04b8fa5c,EmersonRides51,lumberjack,6373,7957,9523,9455,2680,8499,1059,6016,8382,1623
b985917f-88ba-435f-91d1-e1f72617fae8,TaylorRuns93,hunter,3150,1701,5428,2160,8406,2080,5466,3193,1783,5234
aa4e82ee-3127-434c-a0f1-18d04e1841e2,HarperWrites66,miner,9999,7965,3722,3868,2836,1777,2769,7181,5822,2141
0af166b7-b8a8-4b78-a423-0264ee964fd2,LaneHunts,miner,9894,2051,3181,2446,8711,9360,8146,3343,7751,4193
a78952a7-086a-4f9e-a5b4-96df114a0efe,BlakeFights,miner,9545,2668,8841,1099,2071,1912,2181,5472,1650,1404
1a4bc181-815c-4133-86bd-222f2bc845ea,ReeseChats77,hunter,6057,5762,1432,4106,7746,6447,6432,7740,5902,5707
1a2af5c9-fe29-49ad-91f0-7946d9d43d3c,ReeseHunts,farmer,9382,9712,6917,2549,5214,8141,1900,7036,6711,2094
15abce25-c50c-4d68-8b40-315cd49e9001,FinleySurvives30,crafter,2699,7111,5711,5727,4788,6070,4145,7824,5821,3264
bd03d75b-1098-462d-bec0-b2c3ec0b6dd3,HarperDraws,crafter,7085,7142,8493,3261,2745,5047,2339,9847,4472,5912
50262c41-6562-43b4-873e-7ed3d299421d,ShawnBreeds21,farmer,5083,7495,3910,7433,5767,2260,3681,2396,5557,3849
5c79521e-e540-4da6-81e8-1c598b21455e,MorganMines56,crafter,4817,3196,2352,7483,3188,4755,6295,9974,8896,2427
29b5dc6d-f445-48a8-b03c-8873fbc5a3f2,AlexRuns69,enchanter,3013,5237,1134,2144,8873,9076,9517,6262,5709,9065
32cea332-979a-43af-a537-218ced92636d,SkylerPlays,animal breeder,5188,7841,8598,5168,6685,3616,1343,3864,3791,9631
2d773d16-675c-4441-bb83-4a1ad917b98b,RowanQuests15,miner,9838,6179,2592,3010,6916,6587,3885,4167,9619,7097
360a0275-0128-4dcb-b92b-a030dc6af11b,MorganWalks20,lumberjack,1597,4892,9719,3397,3235,5220,2074,9576,6154,7290
bfb7391a-ce71-441b-bb35-b49cdccf724b,JordanBuilds,enchanter,4699,3095,4177,2744,4884,4244,6112,3031,3008,3438
37c4b1d8-ef09-4640-bfee-77361aeca5ca,EmersonChats17,lumberjack,3671,4393,9126,7807,8247,1760,2594,6368,6766,5705
ee450ac7-33f5-42c6-b35f-8376bc81ee17,EmersonChills32,enchanter,5934,7311,8727,8603,6371,3142,9340,6220,1505,1149
a8d4d659-1da3-4c11-8cc4-6eed1f5660c1,RileyGuards82,miner,9344,7566,2899,5594,7653,4295,4616,4384,9320,1689
26669155-0b24-46f5-a640-01c51c3cfc99,DevonHeals22,miner,9353,1749,2571,6094,3636,6901,2612,1190,3407,3367
27aabec5-c3e9-4082-99e4-23467755e948,SydneyExplores5,alchemist,3764,5417,5046,6640,7302,2390,5779,2201,8154,3764
44a4fb03-338b-48b9-981d-21b5c58870ab,RileyMines58,lumberjack,1644,2996,9914,9023,6648,4461,8102,7057,7334,1432
1a4f3da8-dec7-4f8d-9544-ce49178e60ed,CaseyMines,miner,7498,4428,6820,2090,2350,7203,4956,4002,1076,5244
96be3944-9c21-4b22-9de5-8f04f985980b,DevonHeals9,hunter,3360,7384,7208,1194,9990,6567,7926,9970,6612,8156
61af76bf-53c0-4fb4-95b7-5e9d18927591,FinleyHunts,farmer,1397,9758,2469,4823,2007,8381,7016,7573,4693,6461
9f3f4303-8001-4485-8045-918b6d6f0529,RileySneaks,lumberjack,3681,7528,9108,5367,2345,8312,6587,1318,7962,3884
